,En,VN,IOB,Intent
2252,show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm,chỉ cho tôi các chuyến bay một chiều rẻ nhất từ ​​pittsburgh đến dallas rời pittsburgh từ trưa đến 2 giờ chiều,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time,atis_flight
2253,from phoenix to las vegas on saturday,từ phượng hoàng đến las vegas vào thứ bảy,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
2254,i need to take ten people from denver to phoenix please give me the flights during the week,"Tôi cần đưa mười người từ Denver đến Phoenix, vui lòng cho tôi các chuyến bay trong tuần",O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod,atis_flight
2255,could i have the flights from newark to orlando please,làm ơn cho tôi các chuyến bay từ newark đến orlando được không,O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
2256,i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch,tôi cần một chuyến bay từ bãi biển dài đến st. louis dừng ở dallas chuyến bay cũng nên phục vụ bữa trưa,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O O O O O B-meal_description,atis_flight
2257,how much does it cost to fly on american from dallas to baltimore,Vé máy bay đi Mỹ từ Dallas đến Baltimore mất bao nhiêu tiền,O O O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2258,what are the morning flights from philadelphia to dallas going on american airlines,Các chuyến bay buổi sáng từ Philadelphia đến dallas của các hãng hàng không của Mỹ là gì,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O B-airline_name I-airline_name,atis_flight
2259,i need fare information from denver to pittsburgh,tôi cần thông tin giá vé từ denver đến pittsburgh,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2260,show me all flights between san francisco and philadelphia for september fifteenth,chỉ cho tôi tất cả các chuyến bay giữa san francisco và philadelphia vào ngày 15 tháng 9,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
2261,what is the ground transportation available in fort worth texas,phương tiện giao thông mặt đất có sẵn trong pháo đài đáng giá texas là gì,O O O O O O O O B-city_name I-city_name B-state_name,atis_ground_service
2262,what flights are there between washington dc and san francisco after 6 pm on wednesday,có những chuyến bay nào giữa washington dc và san francisco sau 6 giờ chiều thứ tư,O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
2263,are there any flights from boston to san francisco with a stopover in dallas,có chuyến bay nào từ boston đến san francisco có điểm dừng ở dallas không,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
2264,what is the distance from toronto international airport to toronto,khoảng cách từ sân bay quốc tế Toronto đến Toronto là bao nhiêu,O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name,atis_distance
2265,yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,vâng tôi muốn tìm những chuyến bay nào có sẵn từ atlanta đến boston vào sáng ngày 7 tháng 7,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number,atis_flight
2266,i would like an american flight from toronto to san diego with a stopover in denver please,Tôi muốn một chuyến bay của Mỹ từ Toronto đến San diego với một điểm dừng ở Denver,O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O,atis_flight
2267,list all the flights that arrive at general mitchell international from various cities,liệt kê tất cả các chuyến bay đến quốc tế mitchell chung từ các thành phố khác nhau,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O,atis_flight
2268,list all the takeoffs and landings at general mitchell international,liệt kê tất cả các lần cất cánh và hạ cánh tại mitchell quốc tế chung,O O O O O O O O B-airport_name I-airport_name I-airport_name,atis_flight
2269,how many first class flights does delta have today,delta có bao nhiêu chuyến bay hạng nhất hôm nay,O O O B-class_type I-class_type O O B-airline_name O B-depart_date.today_relative,atis_quantity
2270,show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,cho tôi xem tất cả các chuyến bay từ denver và tất cả các chuyến bay từ miami đến Baltimore vào khoảng buổi trưa,O O O O O O O B-fromloc.city_name O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time,atis_flight
2271,does united airlines provide any first class flights from denver to baltimore,Các hãng hàng không thống nhất có cung cấp bất kỳ chuyến bay hạng nhất nào từ Denver đến Baltimore không,O O B-airline_name I-airline_name O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2272,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,"tôi muốn tìm một chuyến bay đi từ boston đến orlando, tôi muốn nó dừng ở new york và tôi muốn một chuyến bay phục vụ bữa sáng",O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O B-stoploc.city_name I-stoploc.city_name O O O O O O O O B-meal_description,atis_flight
2273,is there a flight on eastern airlines from boston to denver,có chuyến bay nào của các hãng hàng không miền đông từ boston đến denver không,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
2274,i need to fly from nashville to tacoma first thing in the morning what is there,"tôi cần bay từ nashville đến tacoma điều đầu tiên vào buổi sáng, những gì ở đó",O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_mod O O O B-depart_time.period_of_day O O O,atis_flight
2275,the flight will originate from boston,chuyến bay sẽ bắt nguồn từ boston,O O O O O O B-fromloc.city_name,atis_flight
2276,describe fare code qx,mô tả mã giá vé qx,O O O O B-fare_basis_code,atis_abbreviation
2277,what flights go from seattle to boston via minneapolis,những chuyến bay nào đi từ Seattle đến boston qua minneapolis,O O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name,atis_flight
2278,what's the ground transportation like at pittsburgh,phương tiện giao thông mặt đất ở pittsburgh như thế nào,O O O O O O O B-city_name,atis_ground_service
2279,could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible,bạn có thể vui lòng cung cấp cho tôi thông tin liên quan đến các hãng hàng không của Mỹ một chuyến bay từ washington dc đến philadelphia chuyến sớm nhất vào buổi sáng được không,O O O O O O O O B-airline_name I-airline_name O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name O B-flight_mod O O O B-depart_time.period_of_day O O,atis_flight
2280,i want to fly from philadelphia to dallas and make a stopover in atlanta,tôi muốn bay từ Philadelphia đến dallas và dừng chân ở atlanta,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name,atis_flight
2281,please show me round trip tickets from denver to oakland,làm ơn cho tôi xem vé khứ hồi từ denver đến Oakland,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2282,what are the afternoon flights from atlanta to baltimore,Các chuyến bay chiều từ Atlanta đến Baltimore là gì,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2283,i'd like information on the least expensive airfare round trip from pittsburgh to boston,tôi muốn biết thông tin về vé máy bay khứ hồi rẻ nhất từ ​​pittsburgh đến boston,O O O O O O B-cost_relative I-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2284,what is the least expensive way to fly from philadelphia to san francisco,cách rẻ nhất để bay từ Philadelphia đến san francisco là gì,O O O O B-cost_relative I-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2285,what is ewr,ewr là gì,O O O B-airport_code,atis_abbreviation
2286,show me ground transportation in washington dc,chỉ cho tôi phương tiện giao thông mặt đất ở Washington dc,O O O O O O B-city_name B-state_code,atis_ground_service
2287,show me airline abbreviations,cho tôi xem các từ viết tắt của hãng hàng không,O O O O O,atis_airline
2288,all the flights from baltimore to san francisco,tất cả các chuyến bay từ baltimore đến san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2289,what flights arrive in seattle from on continental,những chuyến bay nào đến tại Seattle từ trên lục địa,O O O O O B-toloc.city_name O O B-airline_name,atis_flight
2290,in flight meal oakland to philadelphia saturday,trong bữa ăn trên chuyến bay Oakland đến philad Philadelphia thứ bảy,O O O B-meal B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name,atis_flight
2291,show all tuesday morning flights from pittsburgh to denver,hiển thị tất cả các chuyến bay vào buổi sáng thứ ba từ pittsburgh đến Denver,O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2292,please give me all the flights from long beach california to memphis tennessee,làm ơn cho tôi tất cả các chuyến bay từ bãi biển dài california đến memphis tennessee,O O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name,atis_flight
2293,phoenix to newark wednesday,phượng hoàng đến newark thứ tư,O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name,atis_flight
2294,could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,bạn có thể cho tôi biết chuyến bay sớm nhất đi giữa Atlanta và Denver là chuyến bay phục vụ một bữa ăn được không,O O O O O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-meal,atis_flight
2295,how much does a first class ticket cost from boston to san francisco round trip,giá vé hạng nhất từ ​​boston đến san francisco khứ hồi bao nhiêu,O O O O O B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip,atis_airfare
2296,thank you for that information now i would like to book a flight from philadelphia to boston on the night of april sixteen around 9 o'clock,"cảm ơn bạn vì thông tin đó, bây giờ tôi muốn đặt một chuyến bay từ philad Philadelphia đến boston vào đêm 16 tháng 4, khoảng 9 giờ",O O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
2297,show me all the flights that arrive in baltimore in the evening,chỉ cho tôi tất cả các chuyến bay đến Baltimore vào buổi tối,O O O O O O O O O B-toloc.city_name O O B-arrive_time.period_of_day,atis_flight
2298,afternoon flights from boston to san francisco please that leave in the afternoon,các chuyến bay chiều từ boston đến san francisco vui lòng khởi hành vào buổi chiều,O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-depart_time.period_of_day,atis_flight
2299,show me the first flight that arrives in toronto from cincinnati,chỉ cho tôi chuyến bay đầu tiên đến Toronto từ cincinnati,O O O O B-flight_mod O O O O B-toloc.city_name O B-fromloc.city_name,atis_flight
2300,what is sa,sa là gì,O O O B-days_code,atis_abbreviation
2301,flights from boston to pittsburgh,các chuyến bay từ boston đến pittsburgh,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2302,show me the flights from love field to all other airports,chỉ cho tôi các chuyến bay từ cánh đồng tình yêu đến tất cả các sân bay khác,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O,atis_flight
2303,ground transportation for st. paul,vận chuyển mặt đất cho st. paul,O O O O B-city_name I-city_name,atis_ground_service
2304,i need to fly from denver to san francisco tuesday,tôi cần bay từ denver đến san francisco vào thứ ba,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name,atis_flight
2305,what are the flights and fares from boston to philadelphia,Các chuyến bay và giá vé từ Boston đến Philadelphia là gì,O O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight #,atis_airfare
2306,i'm requesting flight information on a flight from denver to san francisco on wednesday,tôi đang yêu cầu thông tin chuyến bay trên chuyến bay từ denver đến san francisco vào thứ tư,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
2307,what flights are there from cleveland to miami on us air that arrive in miami before 4 pm,có những chuyến bay nào từ cleveland đến miami trên đường hàng không của chúng tôi đến miami trước 4 giờ chiều,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
2308,describe ground transportation in dallas,mô tả phương tiện giao thông mặt đất ở dallas,O O O O O B-city_name,atis_ground_service
2309,i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first,tôi muốn chuyến bay đầu tiên từ dallas tới houston đầu tiên vào tháng ba và chuyến bay cuối cùng từ houston trở lại dallas vào tháng ba đầu tiên,O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-flight_mod O O B-fromloc.city_name O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
2310,can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia,bạn có thể giúp tôi với thông tin về phương tiện giao thông mặt đất mà tôi cần để đi từ sân bay ở philad Philadelphia đến trung tâm thành phố philad Philadelphia,O O O O O O O O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name,atis_ground_service
2311,i'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,tôi muốn có một số thông tin về vé từ denver đến atlanta với điểm dừng ở pittsburgh,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_airfare
2312,i'd like to see the flights from baltimore to philadelphia,tôi muốn xem các chuyến bay từ baltimore đến philadelphia,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2313,show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,hiển thị cho tôi tất cả các chuyến bay từ dallas đến pittsburgh vào thứ hai khởi hành sau 8 giờ tối,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
2314,what are the flights from atlanta to baltimore which arrive in baltimore at 7 o'clock pm,các chuyến bay từ Atlanta đến Baltimore đến Baltimore lúc 7 giờ tối là gì,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time,atis_flight
2315,flights from cincinnati to dallas departing after 718 am,các chuyến bay từ cincinnati đến dallas khởi hành sau 7 giờ 18 phút sáng,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
2316,from new york to toronto on thursday morning,từ new york đến to Toronto vào sáng thứ năm,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
2317,what's the lowest round trip fare from dallas to any city,giá vé khứ hồi thấp nhất từ ​​dallas đến bất kỳ thành phố nào,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O O O,atis_airfare
2318,i would like to book a flight from denver to pittsburgh on july fifteenth i'd like it to be the cheapest flight,"tôi muốn đặt một chuyến bay từ denver đến pittsburgh vào ngày mười lăm tháng bảy, tôi muốn đó là chuyến bay rẻ nhất",O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O O O O B-cost_relative O,atis_flight
2319,i want a cheap from denver to atlanta,tôi muốn một cái rẻ từ denver đến atlanta,O O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name,atis_flight
2320,coach class flights on twa from columbus to st. paul,các chuyến bay hạng xe khách trên twa từ columbus đến st. paul,O B-class_type I-class_type O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2321,nonstop flights seattle to boston,chuyến bay thẳng chỗ ngồi đến boston,O B-flight_stop O B-toloc.city_name O B-toloc.city_name,atis_flight
2322,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,giá vé khứ hồi cho các chuyến bay từ denver đến philadelphia đến sau 17:00 trên lục địa là bao nhiêu,O O O O B-round_trip I-round_trip O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time O B-airline_name,atis_airfare
2323,what is ua,ua là gì,O O O B-airline_code,atis_abbreviation
2324,yes on the delta flight leaving san francisco at 225 pm arriving philadelphia 1158 pm what type of equipment is used on that flight,vâng trên chuyến bay delta rời san francisco lúc 225 giờ chiều đến philad Philadelphia 1158 giờ chiều loại thiết bị nào được sử dụng trên chuyến bay đó,O O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time I-depart_time.time O B-toloc.city_name B-arrive_time.time I-arrive_time.time O O O O O O O O O,atis_flight
2325,all flights from denver to philadelphia,tất cả các chuyến bay từ denver đến Philadelphia.,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2326,which airlines fly from bwi to dallas fort worth,hãng hàng không nào bay từ bwi đến dallas fort,O O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name,atis_airline
2327,flights from los angeles to pittsburgh,các chuyến bay từ Los angeles đến pittsburgh,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
2328,are there any flights from dallas fort worth to boston leaving before 10 am,có chuyến bay nào từ pháo đài dallas đến boston khởi hành trước 10 giờ sáng không,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
2329,what is the earliest flight leaving boston and arriving in atlanta on november seventh,chuyến bay sớm nhất rời boston và đến atlanta vào ngày 7 tháng 11 là gì,O O O O B-flight_mod O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number,atis_flight
2330,what is the least expensive airfare between boston and baltimore,giá vé máy bay rẻ nhất giữa boston và baltimore là bao nhiêu,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2331,i need to know information for flights leaving dallas on tuesday evening and returning to atlanta,tôi cần biết thông tin về các chuyến bay rời dallas vào tối thứ ba và trở về atlanta,O O O O O O O O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name,atis_flight
2332,all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,tất cả các chuyến bay và giá vé từ pittsburgh đến dallas khứ hồi sau 12 giờ đêm dưới 1100 đô la,O O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount atis_flight #,atis_airfare
2333,okay let's see do you have a flight on delta airline from atlanta to boston,"được rồi, hãy xem bạn có chuyến bay của hãng hàng không delta từ atlanta đến boston không",O O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
2334,show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,chỉ cho tôi tất cả các chuyến bay từ Oakland đến philadelphia vào thứ bảy phục vụ bữa ăn và đến philad Philadelphia trước buổi trưa,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time,atis_flight
2335,what flights do you have leaving denver and arriving in san francisco,bạn có chuyến bay nào để rời khỏi denver và đến san francisco,O O O O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name,atis_flight
2336,show me the flights from chicago to indianapolis,chỉ cho tôi các chuyến bay từ Chicago đến indianapolis,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2337,i need a flight from kansas city to newark on the first of july,tôi cần một chuyến bay từ thành phố kansas đến newark vào ngày đầu tiên của tháng bảy,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number O B-depart_date.month_name,atis_flight
2338,show me the least expensive flight from miami to new york on a sunday with first class fare,chỉ cho tôi chuyến bay rẻ nhất từ ​​miami đến new york vào chủ nhật với giá vé hạng nhất,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O B-class_type I-class_type O,atis_flight
2339,looking for flights in toronto to san diego,tìm kiếm các chuyến bay ở Toronto đến san diego,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2340,what is the earliest flight from denver to san francisco on the morning of august twenty seventh,chuyến bay sớm nhất từ ​​denver đến san francisco vào sáng ngày 28 tháng 8 là gì,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
2341,show me the flights from san diego to newark new jersey,cho tôi xem các chuyến bay từ san diego đến newark new jersey,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name,atis_flight
2342,nonstop flights denver to kansas city,các chuyến bay thẳng denver đến thành phố kansas,O B-flight_stop O B-toloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2343,i would like an american airlines flight from cincinnati to burbank leaving this afternoon,tôi muốn một chuyến bay của hãng hàng không Mỹ từ cincinnati đến burbank khởi hành chiều nay,O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight
2344,list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,liệt kê tất cả các chuyến bay đi từ boston đến atlanta vào thứ tư sau 6 giờ chiều thứ tư,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
2345,show me next wednesday's flights between phoenix and milwaukee,chỉ cho tôi các chuyến bay vào thứ tư tiếp theo giữa Phoenix và Milwaukee,O O O B-depart_date.date_relative B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2346,what classes of service does twa have,twa có những lớp dịch vụ nào,O O O O O O B-airline_code O,atis_flight
2347,what kind of airplane goes from boston to san francisco before noon,loại máy bay nào đi từ boston đến san francisco trước buổi trưa,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time,atis_aircraft
2348,all fares and flights from philadelphia,tất cả giá vé và các chuyến bay từ philad Philadelphia,O O O O O O B-fromloc.city_name,atis_airfare
2349,does midwest express serve baltimore,Midwest express có phục vụ baltimore không,O O B-airline_name O O B-city_name,atis_flight
2350,i would like to fly from baltimore to san francisco on eastern airlines,tôi muốn bay từ Baltimore đến san francisco trên các hãng hàng không phía đông,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name,atis_flight
2351,how many daily us air flights are there between philadelphia and pittsburgh,có bao nhiêu chuyến bay hàng ngày của chúng tôi giữa philad Philadelphia và pittsburgh,O O O B-flight_days B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name,atis_quantity
2352,i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,tôi muốn một chuyến bay từ san diego đến to Toronto của hãng hàng không alaska khởi hành khoảng 1 giờ chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
2353,i need a flight from philadelphia to boston,tôi cần một chuyến bay từ Philadelphia đến boston,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2354,how far is downtown from the airport in dallas,trung tâm thành phố cách sân bay ở dallas bao xa,O O O O O O O O O B-fromloc.city_name,atis_distance
2355,list the fares of the delta airlines flights from boston to philadelphia,liệt kê giá vé của các chuyến bay của hãng hàng không delta từ boston đến philadelphia,O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2356,list all nonstop flights from newark to tampa leaving on friday,liệt kê tất cả các chuyến bay thẳng từ newark đến tampa khởi hành vào thứ sáu,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name,atis_flight
2357,please give me round trip fares from pittsburgh to philadelphia,làm ơn cho tôi vé máy bay khứ hồi từ pittsburgh đến philadelphia,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
