,En,VN,IOB,Intent
1188,what is the name of the airport in philadelphia,tên của sân bay ở philad Philadelphia là gì,O O O O O O O O O B-city_name,atis_airport
1189,i'd like to see flights from baltimore to atlanta,tôi muốn xem các chuyến bay từ Baltimore đến Atlanta,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1190,i would like to arrange a flight from denver to pittsburgh,tôi muốn sắp xếp một chuyến bay từ denver đến pittsburgh,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1191,show me a list of flights from boston to dc arriving before 9 am on july twenty second,cho tôi xem danh sách các chuyến bay từ boston đến dc sẽ đến trước 9 giờ sáng ngày 20 tháng 7,O O O O O O O O B-fromloc.city_name O B-toloc.state_code O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number,atis_flight
1192,oakland to philadelphia saturday,Oakland đến Philadelphia Thứ bảy,O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name,atis_flight
1193,show me all the saturday flights from pittsburgh to baltimore,chỉ cho tôi tất cả các chuyến bay trong ngày thứ bảy từ pittsburgh đến baltimore,O O O O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1194,list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth,liệt kê tất cả các chuyến bay khứ hồi từ indianapolis đến orlando khởi hành vào ngày hai mươi bảy tháng mười hai hoặc vào ngày hai mươi tám tháng mười hai,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-or O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
1195,show me all the flights to baltimore after 6 o'clock pm,chỉ cho tôi tất cả các chuyến bay đến Baltimore sau 6 giờ tối,O O O O O O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
1196,one way flights from ontario to tacoma leaving before 10 am on any day and first class,các chuyến bay một chiều từ Ontario đến tacoma khởi hành trước 10 giờ sáng vào bất kỳ ngày nào và hạng nhất,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O B-class_type I-class_type,atis_flight
1197,need a flight from pittsburgh to denver,cần một chuyến bay từ pittsburgh đến denver,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1198,what flight goes from denver to baltimore first class on united airlines arriving on may seventh,chuyến bay nào đi từ denver đến baltimore hạng nhất trên các hãng hàng không thống nhất đến vào ngày 7 tháng 5,O O O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type O B-airline_name I-airline_name O O B-arrive_date.month_name B-arrive_date.day_number,atis_flight
1199,what does fare code qo mean,mã giá vé qo nghĩa là gì,O O O O O B-fare_basis_code O,atis_abbreviation
1200,do you have a flight from salt lake city to st. petersburg on june second,bạn có chuyến bay từ thành phố hồ muối đến st. petersburg vào thứ hai tháng sáu,O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
1201,i would like to book a flight from chicago to seattle on june first,đầu tiên tôi muốn đặt một chuyến bay từ Chicago đến Seattle vào tháng 6,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
1202,what airlines fly from philadelphia to san francisco,những hãng hàng không nào bay từ Philadelphia đến San francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airline
1203,all flights to baltimore after 12 pm,tất cả các chuyến bay đến Baltimore sau 12 giờ đêm,O O O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
1204,what aircraft has the largest seating capacity,máy bay nào có sức chứa lớn nhất,O O O O O B-mod O O,atis_aircraft
1205,ground transportation in las vegas,vận chuyển mặt đất ở las vegas,O O O O B-city_name I-city_name,atis_ground_service
1206,what do you have tomorrow after 5 o'clock from atlanta to san francisco,ngày mai bạn có gì sau 5 giờ từ atlanta đến san francisco,O O O O O B-depart_date.today_relative B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
1207,ground transportation please in the city of boston between airport and downtown,xin vui lòng vận chuyển mặt đất trong thành phố boston giữa sân bay và trung tâm thành phố,O O O O O O B-city_name I-city_name I-city_name O O O O,atis_ground_service
1208,show me the cheapest fare from baltimore to dallas,chỉ cho tôi giá vé rẻ nhất từ ​​Baltimore đến dallas,O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
1209,i would like direct coach flights from pittsburgh to atlanta,tôi muốn có các chuyến bay trực tiếp bằng xe khách từ pittsburgh đến atlanta,O O O O B-connect B-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1210,show me ground transportation in denver,chỉ cho tôi phương tiện giao thông mặt đất ở Denver,O O O O O O B-city_name,atis_ground_service
1211,what flights does delta have from denver to dallas after 5,delta có những chuyến bay nào từ denver đến dallas sau 5 giờ,O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time,atis_flight
1212,show me flights from philadelphia to baltimore,chỉ cho tôi các chuyến bay từ Philadelphia đến Baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1213,what flights do you have available from denver dallas and pittsburgh into baltimore,bạn có những chuyến bay nào từ denver dallas và pittsburgh đến Baltimore,O O O O O O O O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
1214,round trip fares from baltimore to philadelphia under 1000 dollars,giá vé khứ hồi từ Baltimore đến Philadelphia dưới 1000 đô la,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount,atis_airfare
1215,are there any flights from denver to atlanta which connect in pittsburgh,có chuyến bay nào từ denver đến atlanta nối chuyến ở pittsburgh không,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-connect O B-stoploc.city_name,atis_flight
1216,i want to fly denver to pittsburgh,tôi muốn bay denver đến pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1217,please list all flights between boston and philadelphia operating on sundays,vui lòng liệt kê tất cả các chuyến bay giữa boston và philadelphia hoạt động vào các ngày chủ nhật,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,atis_flight
1218,show me all the northwest flights from new york to milwaukee that leave at 720 am,chỉ cho tôi tất cả các chuyến bay về phía tây bắc từ new york đến milwaukee khởi hành lúc 720 sáng,O O O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time I-depart_time.time,atis_flight
1219,what is ua,ua là gì,O O O B-airline_code,atis_abbreviation
1220,what is the ground transportation in san diego,phương tiện giao thông mặt đất ở san diego là gì,O O O O O O O B-city_name I-city_name,atis_ground_service
1221,what flights from any city land at general mitchell international,chuyến bay nào từ bất kỳ thành phố nào hạ cánh tại quốc tế General mitchell,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,atis_flight
1222,please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon,làm ơn cho tôi một chuyến bay rời boston đi đến washington đến Washington lúc 5 giờ chiều,O O O O O O O B-fromloc.city_name O O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day,atis_flight
1223,show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am,cho tôi xem tất cả các chuyến bay của các hãng hàng không chúng tôi từ boston đến Oakland california khởi hành sau 11 giờ sáng,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
1224,i would like information on ground transportation in the city of atlanta from airport to downtown,tôi muốn biết thông tin về phương tiện giao thông mặt đất ở thành phố atlanta từ sân bay đến trung tâm thành phố,O O O O O O O O O O O O B-city_name O O O O,atis_ground_service
1225,i need one first class ticket from dallas fort worth to san francisco,tôi cần một vé hạng nhất từ ​​pháo đài dallas đến san francisco,O O O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
1226,please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston,vui lòng chỉ cho tôi các hãng hàng không có dịch vụ bay từ boston đến denver từ denver đến philadelphia và từ philadelphia đến boston,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name,atis_airline
1227,what airlines fly between boston and san francisco and stop in denver,những hãng hàng không nào bay giữa boston và san francisco và dừng ở Denver,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name,atis_airline
1228,show me all flights from san francisco to washington dc,chỉ cho tôi tất cả các chuyến bay từ san francisco đến washington dc,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code,atis_flight
1229,show me the flights from toronto to cincinnati,chỉ cho tôi các chuyến bay từ Toronto đến cincinnati,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1230,flights from memphis to seattle,các chuyến bay từ memphis đến Seattle,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1231,do you have a delta flight to san francisco from denver on august thirtieth in the early morning,bạn có chuyến bay delta đến san francisco từ Đan Mạch vào sáng sớm ngày 30 tháng 8 không,O O O O O B-airline_name O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.period_of_day B-depart_time.period_of_day,atis_flight
1232,ground transportation in denver,giao thông mặt đất ở Denver,O O O O B-city_name,atis_ground_service
1233,which flights go from pittsburgh to atlanta in the evening,chuyến bay nào đi từ Pittsburgh đến Atlanta vào buổi tối,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight
1234,show me all flights from montreal to nashville,hiển thị cho tôi tất cả các chuyến bay từ Montreal đến nashville,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1235,i'd like to take a flight from washington dc stop in denver and with my final destination as san francisco,tôi muốn đáp chuyến bay từ trạm dừng washton dc ở denver và với điểm đến cuối cùng là san francisco,O O O O O O O O B-fromloc.city_name B-fromloc.state_code O O B-stoploc.city_name O O O O O O B-toloc.city_name I-toloc.city_name,atis_flight
1236,i want to fly from boston to denver and i don't want any stopovers and i'd like to fly only during the afternoon,tôi muốn bay từ boston đến denver và tôi không muốn dừng chân và tôi chỉ muốn bay vào buổi chiều,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O B-depart_time.period_of_day,atis_flight
1237,i'd like an early flight tomorrow from columbus to nashville,tôi muốn một chuyến bay sớm vào ngày mai từ columbus đến nashville,O O O O B-flight_mod O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name,atis_flight
1238,list all flights from boston to atlanta after 6 o'clock pm on wednesday,liệt kê tất cả các chuyến bay từ boston đến atlanta sau 6 giờ chiều thứ tư,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
1239,i'd like to arrange a flight from pittsburgh to atlanta,tôi muốn sắp xếp một chuyến bay từ pittsburgh đến atlanta,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
1240,what flights are available wednesday afternoon from atlanta to san francisco,có những chuyến bay nào vào buổi chiều thứ tư từ atlanta đến san francisco,O O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
1241,flight information from san francisco to pittsburgh,thông tin chuyến bay từ san francisco đến pittsburgh,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
1242,what flights are available from denver to philadelphia on monday,có những chuyến bay nào từ denver đến philadelphia vào thứ hai,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
1243,i need a flight from san francisco to boston that leaves after 7 am,tôi cần một chuyến bay từ san francisco đến boston khởi hành sau 7 giờ sáng,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
